ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10127,20,60.69,8,1213.8,03-06-2018,2118,Shipped,Accessories,57,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small
10141,20,54.33,2,1086.6,01-08-2018,2060,Shipped,Accessories,57,S24_1444,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small
10152,25,65.31,4,1632.75,25-09-2018,2006,Shipped,Accessories,57,S24_1444,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Small
10165,25,69.36,9,1734,22-10-2018,1980,Shipped,Accessories,57,S24_1444,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small
10176,27,68.78,8,1857.06,06-11-2018,1966,Shipped,Accessories,57,S24_1444,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10184,31,60.11,3,1863.41,14-11-2018,1959,Shipped,Accessories,57,S24_1444,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Small
10195,44,66.47,3,2924.68,25-11-2018,1949,Shipped,Accessories,57,S24_1444,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small
10207,49,46.82,4,2294.18,09-12-2018,1936,Shipped,Accessories,57,S24_1444,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small
10220,26,56.07,8,1457.82,12-02-2019,1872,Shipped,Accessories,57,S24_1444,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small
10230,36,54.33,6,1955.88,15-03-2019,1842,Shipped,Accessories,57,S24_1444,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Small
10246,44,52.6,2,2314.4,05-05-2019,1792,Shipped,Accessories,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10259,28,46.82,1,1310.96,15-06-2019,1752,Shipped,Accessories,57,S24_1444,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10271,45,64.74,2,2913.3,20-07-2019,1718,Shipped,Accessories,57,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10282,29,46.82,11,1357.78,20-08-2019,1688,Shipped,Accessories,57,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10292,40,53.75,5,2150,08-09-2019,1670,Shipped,Accessories,57,S24_1444,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10305,45,61.85,2,2783.25,13-10-2019,1636,Shipped,Accessories,57,S24_1444,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small
10314,44,53.18,11,2339.92,22-10-2019,1628,Shipped,Accessories,57,S24_1444,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small
10324,25,69.16,14,1729,05-11-2019,1615,Shipped,Accessories,57,S24_1444,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small
10336,45,132.72,4,5972.4,20-11-2019,1601,Shipped,Accessories,57,S24_1444,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Medium
10349,48,47.4,4,2275.2,01-12-2019,1591,Shipped,Accessories,57,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small
10358,44,60.76,14,2673.44,10-12-2019,1583,Shipped,Accessories,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10371,25,97.27,12,2431.75,23-01-2020,1540,Shipped,Accessories,57,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10383,22,91.76,2,2018.72,22-02-2020,1511,Shipped,Accessories,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10394,31,50.29,2,1558.99,15-03-2020,1490,Shipped,Accessories,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10412,21,52.6,2,1104.6,03-05-2020,1442,Shipped,Accessories,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10425,55,46.82,1,2575.1,31-05-2020,1415,In Process,Accessories,57,S24_1444,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small
10308,47,63.22,4,2971.34,15-10-2019,1756,Shipped,Engine,76,S24_2000,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small
10224,37,80.34,4,2972.58,21-02-2019,2085,Shipped,Engine,69,S24_2360,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small
10339,39,76.67,3,2990.13,23-11-2019,283,Shipped,Engine,193,S10_4698,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10210,23,130.83,2,3009.09,12-01-2019,563,Shipped,Engine,118,S10_2016,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Medium
10107,21,144.6,1,3036.6,24-02-2018,1054,Shipped,Engine,150,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10402,55,55.72,2,3064.6,07-04-2020,850,Shipped,Engine,60,S18_2625,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10285,39,78.92,2,3077.88,27-08-2019,2652,Shipped,Engine,81,S50_4713,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10145,38,81.36,2,3091.68,25-08-2018,3009,Shipped,Engine,81,S50_4713,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10252,47,65.8,8,3092.6,26-05-2019,1993,Shipped,Engine,69,S24_2360,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10145,33,93.9,12,3098.7,25-08-2018,2753,Shipped,Engine,99,S32_1374,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10237,27,115.32,5,3113.64,05-04-2019,2688,Shipped,Engine,102,S32_4485,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Medium
10191,43,72.74,9,3127.82,20-11-2018,1709,Shipped,Engine,62,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10236,36,87.6,3,3153.6,03-04-2019,1945,Shipped,Engine,76,S24_2000,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium
10107,38,83.03,7,3155.14,24-02-2018,2338,Shipped,Engine,76,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10146,47,67.14,2,3155.58,03-09-2018,1784,Shipped,Engine,62,S18_3782,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Medium
10329,20,158.8,2,3176,15-11-2019,266,Shipped,Engine,118,S10_2016,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10251,28,113.88,2,3188.64,18-05-2019,390,Shipped,Engine,95,S10_1678,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium
10190,42,76.19,3,3199.98,19-11-2018,2177,Shipped,Engine,69,S24_2360,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10388,42,76.36,4,3207.12,03-03-2020,111,Shipped,Engine,95,S10_1678,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Medium
10211,40,80.55,10,3222,15-01-2019,2870,Shipped,Engine,81,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10168,28,115.87,7,3244.36,28-10-2018,2690,Shipped,Engine,99,S32_1374,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10145,27,120.42,4,3251.34,25-08-2018,2905,Shipped,Engine,102,S32_4485,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10134,35,93.54,3,3273.9,01-07-2018,2118,Shipped,Engine,112,S24_1578,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium
10250,31,105.88,2,3282.28,11-05-2019,2500,Shipped,Engine,99,S32_1374,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium
10110,29,59.37,15,1721.73,18-03-2018,2245,Shipped,Accessories,50,S24_1628,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small
10123,50,59.87,1,2993.5,20-05-2018,2183,Shipped,Accessories,50,S24_1628,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,Small
10137,26,49.81,1,1295.06,10-07-2018,2133,Shipped,Accessories,50,S24_1628,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10148,47,56.85,8,2671.95,11-09-2018,2071,Shipped,Accessories,50,S24_1628,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10161,23,53.33,7,1226.59,17-10-2018,2036,Shipped,Accessories,50,S24_1628,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small
10172,34,42.76,5,1453.84,05-11-2018,2018,Shipped,Accessories,50,S24_1628,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small
10181,34,53.83,1,1830.22,12-11-2018,2012,Shipped,Accessories,50,S24_1628,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Small
10192,47,53.83,6,2530.01,20-11-2018,2005,Shipped,Accessories,50,S24_1628,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small
10204,45,49.81,12,2241.45,02-12-2018,1994,Shipped,Accessories,50,S24_1628,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small
10212,45,53.33,5,2399.85,16-01-2019,1950,Shipped,Accessories,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10226,36,43.27,3,1557.72,26-02-2019,1910,Shipped,Accessories,50,S24_1628,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10241,21,40.25,10,845.25,13-04-2019,1865,Shipped,Accessories,50,S24_1628,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small
10266,28,48.3,1,1352.4,06-07-2019,1782,Shipped,Accessories,50,S24_1628,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10278,35,45.28,1,1584.8,06-08-2019,1752,Shipped,Accessories,50,S24_1628,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small
10288,50,52.32,13,2616,01-09-2019,1727,Shipped,Accessories,50,S24_1628,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10301,22,51.32,3,1129.04,05-10-2018,2059,Shipped,Accessories,50,S24_1628,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small
10311,45,49.3,8,2218.5,16-10-2019,1684,Shipped,Accessories,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10321,48,42.26,5,2028.48,04-11-2019,1666,Shipped,Accessories,50,S24_1628,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small
10332,20,87.96,5,1759.2,17-11-2019,1654,Shipped,Accessories,50,S24_1628,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small
10343,27,36.21,6,977.67,24-11-2019,1648,Shipped,Accessories,50,S24_1628,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10367,38,38.5,11,1463,12-01-2020,1600,Resolved,Accessories,50,S24_1628,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small
10379,32,124.08,3,3970.56,10-02-2020,1572,Shipped,Accessories,50,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10407,64,40.25,10,2576,22-04-2020,1501,On Hold,Accessories,50,S24_1628,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small
10420,37,60.37,13,2233.69,29-05-2020,1465,In Process,Accessories,50,S24_1628,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small
10106,28,88.63,4,2481.64,17-02-2018,2298,Shipped,Spare Parts,109,S24_1785,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small
10120,39,119.27,10,4651.53,29-04-2018,2228,Shipped,Spare Parts,109,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10133,41,94.1,5,3858.1,27-06-2018,2170,Shipped,Spare Parts,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10145,40,87.54,16,3501.6,25-08-2018,2112,Shipped,Spare Parts,109,S24_1785,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10168,49,131.3,11,6433.7,28-10-2018,2049,Shipped,Spare Parts,109,S24_1785,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10210,27,98.48,9,2658.96,12-01-2019,1974,Shipped,Spare Parts,109,S24_1785,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10223,34,106.14,11,3608.76,20-02-2019,1936,Shipped,Spare Parts,109,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10235,23,96.29,5,2214.67,02-04-2019,1896,Shipped,Spare Parts,109,S24_1785,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10250,31,88.63,6,2747.53,11-05-2019,1858,Shipped,Spare Parts,109,S24_1785,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small
10262,34,97.38,1,3310.92,24-06-2019,1815,Cancelled,Spare Parts,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10275,25,95.2,11,2380,23-07-2019,1787,Shipped,Spare Parts,109,S24_1785,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small
10284,22,105.04,3,2310.88,21-08-2019,1759,Shipped,Spare Parts,109,S24_1785,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small
10297,32,126.93,6,4061.76,16-09-2019,1734,Shipped,Spare Parts,109,S24_1785,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Medium
10308,31,112.7,9,3493.7,15-10-2019,1706,Shipped,Spare Parts,109,S24_1785,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Medium
10316,25,114.89,1,2872.25,01-11-2019,1690,Shipped,Spare Parts,109,S24_1785,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Small
10328,47,87.54,14,4114.38,12-11-2019,1680,Shipped,Spare Parts,109,S24_1785,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium
10339,21,50.65,7,1063.65,23-11-2019,1670,Shipped,Spare Parts,109,S24_1785,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10353,28,71.73,2,2008.44,04-12-2019,1660,Shipped,Spare Parts,109,S24_1785,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Small
10374,46,94.1,3,4328.6,02-02-2020,1601,Shipped,Spare Parts,109,S24_1785,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium
10386,33,41.71,11,1376.43,01-03-2020,1574,Resolved,Spare Parts,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10398,43,129.12,16,5552.16,30-03-2020,1546,Shipped,Spare Parts,109,S24_1785,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10401,38,96.29,5,3659.02,03-04-2020,1543,On Hold,Spare Parts,109,S24_1785,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium
10416,47,88.63,6,4165.61,10-05-2020,1507,Shipped,Spare Parts,109,S24_1785,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10121,44,74.85,1,3293.4,07-05-2018,3117,Shipped,Engine,81,S50_4713,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10378,40,82.46,1,3298.4,10-02-2020,2261,Shipped,Engine,40,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10341,32,103.35,6,3307.2,24-11-2019,1819,Shipped,Engine,69,S24_2360,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium
10134,27,122.51,5,3307.77,01-07-2018,753,Shipped,Engine,118,S10_2016,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium
10264,34,97.97,7,3330.98,30-06-2019,2604,Shipped,Engine,102,S32_4485,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium
10224,30,111.23,5,3336.9,21-02-2019,2730,Shipped,Engine,102,S32_4485,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Medium
10330,42,81.03,1,3403.26,16-11-2019,1826,Shipped,Engine,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium
10365,22,155.69,3,3425.18,07-01-2020,2422,Shipped,Engine,102,S32_4485,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10120,35,98.05,1,3431.75,29-04-2018,2180,Shipped,Engine,112,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10417,21,164.18,1,3447.78,13-05-2020,268,Disputed,Engine,150,S12_2823,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10276,46,75.49,12,3472.54,02-08-2019,1927,Shipped,Engine,69,S24_2360,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Medium
10252,48,72.41,7,3475.68,26-05-2019,2742,Shipped,Engine,81,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10319,45,77.29,6,3478.05,03-11-2019,2587,Shipped,Engine,81,S50_4713,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,Medium
10168,36,96.66,1,3479.76,28-10-2018,586,Shipped,Engine,95,S10_1678,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10390,22,158.69,13,3491.18,04-03-2020,2471,Shipped,Engine,81,S50_4713,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10329,37,94.43,4,3493.91,15-11-2019,1727,Shipped,Engine,76,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10329,24,147.61,6,3542.64,15-11-2019,442,Shipped,Engine,150,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10299,44,80.55,5,3544.2,30-09-2019,2619,Shipped,Engine,81,S50_4713,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium
10417,35,101.43,3,3550.05,13-05-2020,1457,Disputed,Engine,112,S24_1578,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10134,43,83.03,7,3570.29,01-07-2018,2213,Shipped,Engine,76,S24_2000,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium
10363,21,171.22,8,3595.62,06-01-2020,1677,Shipped,Engine,76,S24_2000,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
10190,42,85.72,4,3600.24,19-11-2018,2822,Shipped,Engine,102,S32_4485,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10188,40,91.4,6,3656,18-11-2018,2078,Shipped,Engine,76,S24_2000,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10331,20,182.89,5,3657.8,17-11-2019,2574,Shipped,Engine,81,S50_4713,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium
10285,37,98.89,12,3658.93,27-08-2019,2395,Shipped,Engine,99,S32_1374,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10105,43,147.47,9,6341.21,11-02-2018,2376,Shipped,Battery Systems,122,S24_2011,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium
10117,41,126.58,3,5189.78,16-04-2018,2313,Shipped,Battery Systems,122,S24_2011,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10129,45,133.95,9,6027.75,12-06-2018,2257,Shipped,Battery Systems,122,S24_2011,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium
10142,33,102,6,3366,08-08-2018,2201,Shipped,Battery Systems,122,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10153,40,136.41,5,5456.4,28-09-2018,2151,Shipped,Battery Systems,122,S24_2011,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10167,33,115.52,16,3812.16,23-10-2018,2127,Cancelled,Battery Systems,122,S24_2011,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium
10177,50,121.66,7,6083,07-11-2018,2113,Shipped,Battery Systems,122,S24_2011,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Medium
10185,30,105.69,7,3170.7,14-11-2018,2107,Shipped,Battery Systems,122,S24_2011,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10197,41,110.6,13,4534.6,26-11-2018,2096,Shipped,Battery Systems,122,S24_2011,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium
10208,35,122.89,7,4301.15,02-01-2019,2060,Shipped,Battery Systems,122,S24_2011,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium
10221,49,138.87,1,6804.63,18-02-2019,2014,Shipped,Battery Systems,122,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium
10232,46,122.89,4,5652.94,20-03-2019,1985,Shipped,Battery Systems,122,S24_2011,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Medium
10248,48,145.01,10,6960.48,07-05-2019,1938,Cancelled,Battery Systems,122,S24_2011,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10261,36,125.35,8,4512.6,17-06-2019,1898,Shipped,Battery Systems,122,S24_2011,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
